QUADNAME,TAG,STEMTAG,SPCODE,QX,QY,DBH.2019,BDS.2021,PIECE.2021,INTEGRITY.2021,DECAYCLASS.2021,GC.2021,HEIGHT.2021,TOPDIAM.2021,DBH.2021,LENGTH,ANGLE,DIRECTION,HOM,CODES.2019,PX,PY,Notes2021
628,60195,60195,LIST2,6.1,1.7,23,,,,,,,,,,,,1.3,LI,116.1,171.7,
628,60196,60196,LITU,4,2.8,64.2,,,,,,,,,,,,1.3,LI,114,172.8,
628,60197,60197,LIST2,2.9,2.4,21.6,,,,,,,,,,,,1.3,LI,112.9,172.39999,
628,60304,60304,CACA18,2.9,6.2,10.1,,,,,,,,,,,,1.3,LI;IR,112.9,176.2,
628,60306,60306,FRAM2,8.5,6.6,34.3,,,,,,,,,,,,1.3,LI,118.5,176.60001,
629,60311,60311,LIST2,6.9,1.1,21.6,,,,,,,,,,,,1.3,LI,116.9,181.10001,
629,60315,60315,FAGR,1.2,4.8,14.1,,,,,,,,,,,,1.28,LI;A,111.2,184.8,
629,60317,60317,QUVE,6.7,4.4,68.2,,,,,,,,,,,,1.3,LI;MT;IR;B,116.7,184.39999,
629,60318,60318,LIST2,7.8,3.5,38,,,,,,,,,,,,1.3,LI,117.8,183.5,
629,60322,60322,FAGR,2.9,6.9,16.1,,,,,,,,,,,,1.3,LI,112.9,186.89999,
631,60405,60405,FAGR,5.5,2.6,52.3,,,,,,,,,,,,1.3,LI,125.5,102.6,
631,60406,60406,FAGR,0.6,2.9,32.2,,,,,,,,,,,,1.32,LI;A,120.6,102.9,
631,60410,60410,NYSY,7,8.1,21.9,,,,,,,,,,,,1.3,LI,127,108.1,
632,60414,60414,FAGR,1.5,3.5,18.9,,,,,,,,,,,,1.3,LI,121.5,113.5,
632,60418,60418,QUAL,2.2,7.2,62.6,,,,,,,,,,,,1.3,LI;MA,122.2,117.2,
633,60435,60435,LITU,6.8,6.7,50.7,,,,,,,,,,,,1.3,LI;MT;IR,126.8,126.7,
633,60441,60441,LITU,6,10,63.3,,,,,,,,,,,,1.3,LI,126,130,
634,60448,60448,LIST2,1.2,4,23,,,,,,,,,,,,1.3,LI,121.2,134,
634,60450,60450,LITU,9,8.6,59.5,,,,,,,,,,,,1.3,LI,129,138.60001,
634,60452,60452,FAGR,10,8.6,17.3,,,,,,,,,,,,1.28,LI;A,130,138.60001,
635,60454,60454,LITU,0.5,2,85.4,,,,,,,,,,,,1.3,LI;M,120.5,142,
635,60454,60455,LITU,0.5,2,62.4,,,,,,,,,,,,1.3,LI;SEC,120.5,142,
635,60456,60456,LITU,5,5.2,25.5,,,,,,,,,,,,1.3,LI,125,145.2,
636,60462,60462,CACA18,3.4,0.2,10.8,,,,,,,,,,,,1.29,LI;A,123.4,150.2,
636,60464,60464,LITU,1,2,67.8,,,,,,,,,,,,1.3,LI;MT,121,152,
636,60466,60466,CACA18,7,3.6,14.9,,,,,,,,,,,,1.3,LI,127,153.60001,
636,60469,60469,LITU,5.4,6.7,95.5,,,,,,,,,,,,1.3,LI;IR,125.4,156.7,
636,60475,60475,LITU,5.7,9,16.8,,,,,,,,,,,,1.3,LI,125.7,159,
637,60477,60477,LITU,0.2,0.4,65.3,,,,,,,,,,,,1.3,LI,120.2,160.39999,
637,60480,60480,COFL2,0.1,1.4,13.2,,,,,,,,,,,,1.3,LI,120.1,161.39999,
637,60482,60482,CACA18,5,2.3,10.9,,,,,,,,,,,,1.32,LI;A,125,162.3,
637,60485,60485,LITU,4.2,3.1,56.3,,,,,,,,,,,,1.3,LI,124.2,163.10001,
637,60491,60491,LIST2,1.3,7.3,17.7,,,,,,,,,,,,1.3,LI,121.3,167.3,
638,60500,60500,LITU,1.1,2,69.9,,,,,,,,,,,,1.3,LI,121.1,172,
638,60507,60507,LIST2,8.7,3.5,32,,,,,,,,,,,,1.3,LI,128.7,173.5,
638,60509,60509,LITU,0.7,5.2,82.2,,,,,,,,,,,,1.3,LI,120.7,175.2,
638,60521,60521,CACA18,7.3,10,11.5,,,,,,,,,,,,1.3,LI,127.3,180,
639,60537,60537,FAGR,5.4,8.6,17.6,,,,,,,,,,,,1.3,LI;IR,125.4,188.60001,
641,60346,60346,CACA18,8.6,0.2,11.1,,,,,,,,,,,,1.3,LI;L;I,138.60001,100.2,
642,60360,60360,CATO6,3.5,3,17.6,,,,,,,,,,,,1.3,LI,133.5,113,
642,60364,60364,FAGR,2.9,7.1,10.1,,,,,,,,,,,,1.3,LI,132.89999,117.1,
642,60365,60365,FAGR,7.5,9.9,10.7,,,,,,,,,,,,1.3,LI;M;MT,137.5,119.9,
642,60412,60412,CATO6,0.2,1,21.1,,,,,,,,,,,,1.3,LI;L,130.2,111,
643,60293,60293,QUFA,0.9,0.7,92.7,Snag,A,,1,,40,,93.3,,,,1.3,LI,130.89999,120.7,
643,60369,60369,FAGR,0.6,1.7,11.5,,,,,,,,,,,,1.3,LI,130.60001,121.7,
643,60373,60373,LIST2,3.1,4.1,36.6,,,,,,,,,,,,1.3,LI,133.10001,124.1,
643,60378,60378,FAGR,3.5,9.8,13,,,,,,,,,,,,1.3,LI;M,133.5,129.8,
643,60380,60380,LIST2,2,9.6,17.7,,,,,,,,,,,,1.3,LI,132,129.60001,
644,60381,60381,LIST2,8,0.6,24,,,,,,,,,,,,1.3,LI,138,130.60001,
644,60382,60382,LITU,1.5,4.6,42.1,,,,,,,,,,,,1.3,LI,131.5,134.60001,
644,60385,60385,LITU,4,6.5,71.7,,,,,,,,,,,,1.3,LI,134,136.5,
644,60386,60386,LITU,3.9,8.2,65,,,,,,,,,,,,1.3,LI;M,133.89999,138.2,
644,60386,60387,LITU,4.6,8.2,32,,,,,,,,,,,,1.3,LI;SEC,134.60001,138.2,
645,60392,60392,LITU,0.4,6.5,58.9,,,,,,,,,,,,1.3,LI,130.39999,146.5,
645,60394,60394,CACA18,4.2,8.3,10.3,,,,,,,,,,,,1.3,LI,134.2,148.3,
646,60397,60397,LITU,8.4,2.2,71.4,,,,,,,,,,,,1.3,LI,138.39999,152.2,
646,60398,60398,QUFA,0.1,1.9,42.6,,,,,,,,,,,,1.3,LI;MT,130.10001,151.89999,
646,60607,60607,CACA18,2.1,9.1,15.6,,,,,,,,,,,,1.3,LI;M,132.10001,159.10001,
647,60615,60615,LIST2,4.1,9.4,21.6,,,,,,,,,,,,1.3,LI,134.10001,169.39999,
648,60623,60623,LIST2,2.1,3.5,28.6,,,,,,,,,,,,1.3,LI,132.10001,173.5,
648,60625,60625,CACA18,4.4,4.3,14,,,,,,,,,,,,1.32,LI;A,134.39999,174.3,
648,60628,60628,LIST2,7,7.4,28,,,,,,,,,,,,1.27,LI;A,137,177.39999,
649,60633,60633,FAGR,2.3,3,20.4,,,,,,,,,,,,1.3,LI,132.3,183,
649,60637,60637,FAGR,1.9,8.7,14.8,,,,,,,,,,,,1.3,LI,131.89999,188.7,
649,60638,60638,FAGR,8,9.1,27.4,,,,,,,,,,,,1.33,LI;A,138,189.10001,
649,60639,60639,QUFA,2.8,10,69.7,,,,,,,,,,,,1.3,LI,132.8,190,
651,60704,60704,CATO6,4.4,3.3,20.3,,,,,,,,,,,,1.3,LI,144.39999,103.3,
651,60706,60706,FAGR,7.8,5.8,42.5,,,,,,,,,,,,1.3,LI,147.8,105.8,
651,60707,60707,CATO6,5,5,39.6,,,,,,,,,,,,1.28,LI;I;IR;A,145,105,
651,60709,60709,FAGR,0,9.1,48.7,,,,,,,,,,,,1.3,LI,140,109.1,
652,60716,60716,CATO6,7,0.8,45.1,,,,,,,,,,,,1.3,LI,147,110.8,
652,60723,60723,FAGR,1.3,5.6,15.1,,,,,,,,,,,,1.3,LI;M,141.3,115.6,
652,60726,60726,QUVE,7.9,7.2,18.8,,,,,,,,,,,,1.3,LI,147.89999,117.2,
652,60727,60727,CAGL8,8.7,8.5,35.9,,,,,,,,,,,,1.3,LI,148.7,118.5,
652,60729,60729,QUAL,7.3,9.8,32.1,,,,,,,,,,,,1.3,LI,147.3,119.8,
652,60730,60730,LIST2,0.3,7.3,36.4,,,,,,,,,,,,1.3,LI,140.3,117.3,
652,60731,60731,FAGR,2.9,9.6,12.8,,,,,,,,,,,,1.3,LI,142.89999,119.6,
653,60737,60737,CATO6,8.3,6.2,33.4,,,,,,,,,,,,1.3,LI,148.3,126.2,
653,60738,60738,FAGR,5.3,7.3,40.2,,,,,,,,,,,,1.3,LI,145.3,127.3,
654,60741,60741,FAGR,2.8,1.6,24,,,,,,,,,,,,1.28,LI;A,142.8,131.60001,
655,60745,60745,CATO6,3.5,0.2,67,,,,,,,,,,,,1.3,LI,143.5,140.2,
655,60748,60748,FAGR,3.7,5.3,25.2,,,,,,,,,,,,1.3,LI,143.7,145.3,
655,60749,60749,FAGR,6.2,7.1,16.7,,,,,,,,,,,,1.3,LI,146.2,147.10001,
656,60294,60294,QUFA,3.4,4.5,98,,,,,,,,,,,,1.3,LI,143.39999,154.5,
656,60756,60756,LIST2,4.3,3,13.8,,,,,,,,,,,,1.3,LI,144.3,153,
656,60762,60762,LIST2,7.8,6.8,26.5,,,,,,,,,,,,1.3,LI,147.8,156.8,
657,60836,60836,LIST2,9.9,6.6,22.8,,,,,,,,,,,,1.3,LI,149.89999,166.60001,
658,60785,60785,FAGR,4.6,2.2,12.9,,,,,,,,,,,,1.3,LI,144.60001,172.2,
658,60786,60786,LITU,4.8,6.4,85.3,,,,,,,,,,,,1.3,LI,144.8,176.39999,
659,60791,60791,LIST2,7.3,2,32.7,,,,,,,,,,,,1.3,LI,147.3,182,
659,60792,60792,CACA18,2.2,1,17.9,Snag,,,3,,2.1,,17.3,,,,1.3,LI,142.2,181,
659,60792,60792,CACA18,2.2,1,17.9,Log,,,1,,,10,14.4,5.4,,,,,,,
659,60793,60793,FAGR,4,3.7,52.7,,,,,,,,,,,,1.3,LI,144,183.7,
661,60658,60658,CATO6,7.3,1.9,54.7,,,,,,,,,,,,1.3,LI;MT,157.3,101.9,
662,60682,60682,LITU,0.7,0.3,49.2,,,,,,,,,,,,1.3,LI,150.7,110.3,
664,60700,60700,ILOP,3.4,1.4,15.2,,,,,,,,,,,,1.3,LI;L;M,153.39999,131.39999,
664,60804,60804,CACA18,7.6,5.7,10.1,,,,,,,,,,,,1.3,LI,157.60001,135.7,
664,60805,60805,QUAL,4.8,4.9,56.8,,,,,,,,,,,,1.3,LI,154.8,134.89999,
666,60819,60819,FAGR,0.4,0.6,18.2,,,,,,,,,,,,1.3,LI,150.39999,150.60001,
666,60822,60822,FAGR,8.6,0.6,10.6,,,,,,,,,,,,1.3,LI,158.60001,150.60001,
666,60824,60824,LITU,6,6.3,59.2,,,,,,,,,,,,1.3,LI,156,156.3,
667,60832,60832,FAGR,6.8,2.3,24.5,,,,,,,,,,,,1.3,LI,156.8,162.3,
667,60834,60834,CATO6,3.7,3.9,44.8,,,,,,,,,,,,1.3,LI,153.7,163.89999,
667,60835,60835,QUFA,0.9,3.2,62,,,,,,,,,,,,1.3,LI;XY,150.89999,163.2,
667,60845,60845,LITU,5,9.8,81.5,,,,,,,,,,,,1.3,LI,155,169.8,
668,60850,60850,LIST2,2.3,1.7,23.2,,,,,,,,,,,,1.3,LI,152.3,171.7,
668,60857,60857,CACA18,6.6,1.3,11.2,,,,,,,,,,,,1.3,LI;I;L,156.60001,171.3,
668,60859,60859,FAGR,1.2,4.5,10.8,,,,,,,,,,,,1.3,LI,151.2,174.5,
668,60861,60861,LIST2,4.4,8.3,36,,,,,,,,,,,,1.3,LI,154.39999,178.3,
669,60868,60868,FAGR,0.5,2.6,45,,,,,,,,,,,,1.3,LI,150.5,182.60001,
671,60918,60918,FAGR,2.8,7.8,11.4,,,,,,,,,,,,1.3,LI;M,162.8,107.8,
671,60919,60919,LITU,4.1,8.9,80.4,,,,,,,,,,,,1.3,LI,164.10001,108.9,
671,60921,60921,FAGR,9.4,8,12,,,,,,,,,,,,1.3,LI,169.39999,108,
672,60930,60930,FAGR,6.7,4.2,52.6,,,,,,,,,,,,1.3,LI,166.7,114.2,
673,60933,60933,FAGR,6.1,0.4,56.8,,,,,,,,,,,,1.3,LI,166.10001,120.4,
673,60934,60934,CATO6,1.7,4,25.4,,,,,,,,,,,,1.3,LI,161.7,124,
673,60935,60935,QUAL,8.4,7.5,74.1,,,,,,,,,,,,1.3,LI,168.39999,127.5,
673,60936,60936,FAGR,4.5,8.5,39.7,,,,,,,,,,,,1.3,LI,164.5,128.5,
674,60941,60941,FAGR,3.2,8.3,10.7,,,,,,,,,,,,1.3,LI,163.2,138.3,
674,60942,60942,QUAL,8.6,8.3,69.6,,,,,,,,,,,,1.3,LI,168.60001,138.3,
675,60953,60953,LITU,9,4.5,73.3,,,,,,,,,,,,1.3,LI,169,144.5,
675,60963,60963,LITU,2.9,8.6,56.5,,,,,,,,,,,,1.3,LI,162.89999,148.60001,
675,60965,60965,LITU,7.6,8.9,54.2,,,,,,,,,,,,1.3,LI,167.60001,148.89999,
676,60967,60967,FAGR,5.1,2.7,10.3,,,,,,,,,,,,1.3,LI,165.10001,152.7,
676,60970,60970,LIST2,0.4,4.8,42,,,,,,,,,,,,1.3,LI,160.39999,154.8,
676,60972,60972,LITU,4.3,6.1,51.6,,,,,,,,,,,,1.3,LI,164.3,156.10001,
676,60973,60973,LITU,6.1,6.1,23,,,,,,,,,,,,1.3,LI,166.10001,156.10001,
676,60980,60980,LITU,1.8,8.1,27.6,,,,,,,,,,,,1.3,LI,161.8,158.10001,
677,60992,60992,CACA18,2.7,3.4,12.2,,,,,,,,,,,,1.3,LI,162.7,163.39999,
677,61000,61000,FAGR,3.8,8.4,10,,,,,,,,,,,,1.3,LI,163.8,168.39999,
679,61117,61117,QUFA,3.5,0.8,80.3,,,,,,,,,,,,1.3,LI,163.5,180.8,
679,61128,61128,NYSY,5.4,7,19.3,Snag,A,,2,,4.5,,19.2,,,,1.3,LI;X,165.39999,187,
681,61003,61003,LITU,4.5,1.2,62.4,,,,,,,,,,,,1.3,LI;MT,174.5,101.2,
681,61006,61006,FAGR,6.4,3.1,15.1,,,,,,,,,,,,1.3,LI,176.39999,103.1,
681,61007,61007,LITU,9.2,2.9,34.8,,,,,,,,,,,,1.3,LI,179.2,102.9,
681,61009,61009,LITU,8.4,5,45.4,,,,,,,,,,,,1.3,LI,178.39999,105,
681,61016,61016,LITU,3.3,10,66.7,,,,,,,,,,,,1.3,LI,173.3,110,
682,61023,61023,FAGR,4.4,6.6,34.4,,,,,,,,,,,,1.3,LI,174.39999,116.6,
682,61024,61024,LITU,7.5,6.8,72.3,,,,,,,,,,,,1.3,LI,177.5,116.8,
683,61030,61030,CATO6,9.7,3.5,62.3,,,,,,,,,,,,1.3,LI,179.7,123.5,
684,61048,61048,LITU,8.8,5.6,56,,,,,,,,,,,,1.3,LI,178.8,135.60001,
684,61054,61054,CACA18,7.3,4.5,10.1,,,,,,,,,,,,1.3,LI,177.3,134.5,
684,61055,61055,CARYA,10,4.5,22.2,,,,,,,,,,,,1.3,LI,180,134.5,
685,61071,61071,LIST2,3.7,8.5,36.2,,,,,,,,,,,,1.3,LI,173.7,148.5,
685,61072,61072,LITU,2.6,9.8,45.3,,,,,,,,,,,,1.3,LI,172.60001,149.8,
685,61073,61073,LITU,8.8,9.2,56,,,,,,,,,,,,1.3,LI,178.8,149.2,
686,61074,61074,CACA18,0.2,7.6,11.6,,,,,,,,,,,,1.3,LI,170.2,157.60001,
686,61075,61075,LITU,1.3,2.3,68.5,,,,,,,,,,,,1.3,LI,171.3,152.3,
686,61076,61076,CACA18,0.6,4.4,10.2,,,,,,,,,,,,1.3,LI,170.60001,154.39999,
686,61081,61081,CATO6,4.8,6.5,28.1,,,,,,,,,,,,1.3,LI,174.8,156.5,
686,61083,61083,LITU,8.4,8.2,92.6,,,,,,,,,,,,1.3,LI,178.39999,158.2,
687,61087,61087,FAGR,2.9,0.2,14.2,,,,,,,,,,,,1.3,LI,172.89999,160.2,
687,61094,61094,LIST2,9.5,7.9,43,,,,,,,,,,,,1.3,LI,179.5,167.89999,
687,61097,61097,CACA18,2.1,9.3,16.2,,,,,,,,,,,,1.3,LI,172.10001,169.3,
688,61204,61204,CATO6,10.1,0.5,20.3,,,,,,,,,,,,1.3,LI,180.10001,170.5,
688,61205,61205,FAGR,2.5,3.1,16.1,,,,,,,,,,,,1.3,LI,172.5,173.10001,
688,61208,61208,CACA18,2.5,7.6,15.4,,,,,,,,,,,,1.3,LI,172.5,177.60001,
689,61211,61211,CATO6,5.2,1,46.7,,,,,,,,,,,,1.3,LI,175.2,181,
689,61217,61217,CATO6,5.6,5,17.6,,,,,,,,,,,,1.3,LI,175.60001,185,
691,61155,61155,FAGR,5.6,4.7,25.6,,,,,,,,,,,,1.3,LI,185.60001,104.7,
691,61156,61156,FAGR,0.6,6.6,15.7,,,,,,,,,,,,1.3,LI,180.60001,106.6,
691,61157,61157,FAGR,5.4,8,13.5,,,,,,,,,,,,1.3,LI;M,185.39999,108,
692,61161,61161,QUFA,8.9,4.6,52.7,,,,,,,,,,,,1.3,LI;SP,188.89999,114.6,
692,61166,61166,CATO6,3.2,5.8,32.5,,,,,,,,,,,,1.3,LI,183.2,115.8,
693,61173,61173,CATO6,4.6,5.5,25,,,,,,,,,,,,1.3,LI,184.60001,125.5,
693,61175,61175,FAGR,6,7.9,17.3,,,,,,,,,,,,1.28,LI;A,186,127.9,
694,61178,61178,QUAL,4.2,2.3,25.2,,,,,,,,,,,,1.3,LI,184.2,132.3,
694,61413,61413,LIST2,9.6,7.8,67.2,,,,,,,,,,,,1.3,LI,189.60001,137.8,
695,61184,61184,FAGR,9.2,1.3,13.7,,,,,,,,,,,,1.3,LI;I,189.2,141.3,
695,61186,61186,ULAM,8.9,2.4,45.8,,,,,,,,,,,,1.3,LI,188.89999,142.39999,
695,61188,61188,LITU,0.3,4.7,69.2,,,,,,,,,,,,1.3,LI,180.3,144.7,
695,61190,61190,FAGR,1.7,9.1,10.1,,,,,,,,,,,,1.3,LI,181.7,149.10001,
696,61191,61191,LITU,4.5,1.4,76.3,,,,,,,,,,,,1.3,LI,184.5,151.39999,
696,61305,61305,QUFA,5.2,8.8,79,,,,,,,,,,,,1.3,LI,185.2,158.8,
697,61312,61312,CACA18,1.4,2.8,11.6,,,,,,,,,,,,1.3,LI;M,181.39999,162.8,
697,61317,61317,CACA18,9.1,5.6,13.5,,,,,,,,,,,,1.3,LI,189.10001,165.60001,
697,61319,61319,FAGR,7.8,8.2,11.7,,,,,,,,,,,,1.3,LI,187.8,168.2,
697,61320,61320,QURU,8.2,9,43.1,,,,,,,,,,,,1.3,LI,188.2,169,
698,61324,61324,FAGR,1,1.6,16.8,,,,,,,,,,,,1.3,LI,181,171.60001,
699,61344,61344,CAGL8,8.7,4.1,37.7,,,,,,,,,,,,1.3,LI,188.7,184.10001,
699,61350,61350,CATO6,5.8,6.7,56.2,,,,,,,,,,,,1.48,LI;M;A,185.8,186.7,
699,61350,61351,CATO6,6,7.2,51.8,,,,,,,,,,,,1.48,LI;SEC;MT,186,187.2,
699,61353,61353,LIST2,2.9,9.6,34.5,,,,,,,,,,,,1.3,LI,182.89999,189.60001,
711,70001,70001,FAGR,5.7,0.8,10.8,,,,,,,,,,,,1.28,LI;A,105.7,200.8,
711,70004,70004,CATO6,3.8,2.9,22.5,,,,,,,,,,,,1.28,LI;A,103.8,202.89999,
711,70013,70013,CATO6,6,7.3,27.3,,,,,,,,,,,,1.3,LI;IR;I,106,207.3,
712,70019,70019,CAGL8,2,2.1,29.9,,,,,,,,,,,,1.3,LI,102,212.10001,
712,70025,70025,CACA18,1.5,5.5,12.6,,,,,,,,,,,,1.3,LI,101.5,215.5,
712,70026,70026,LIST2,7.1,6.4,31.9,,,,,,,,,,,,1.3,LI,107.1,216.39999,
713,70030,70030,FAGR,0.9,5.8,24.8,,,,,,,,,,,,1.3,LI,100.9,225.8,
713,70034,70034,CATO6,1,7.2,14.1,,,,,,,,,,,,1.3,LI,101,227.2,
713,70042,70042,CACA18,7.1,5.1,10,,,,,,,,,,,,1.3,LI,107.1,225.10001,
714,70048,70048,CACA18,8,0.3,11.6,,,,,,,,,,,,1.3,LI,108,230.3,
714,70056,70056,FAGR,2.3,7.5,10.9,,,,,,,,,,,,1.3,LI,102.3,237.5,
714,70062,70062,CATO6,2.7,5.4,28.5,,,,,,,,,,,,1.3,LI,102.7,235.39999,
715,70093,70093,FAGR,7.8,6.7,42.7,,,,,,,,,,,,1.3,LI,107.8,246.7,
716,70099,70099,CATO6,9.4,2,39.4,,,,,,,,,,,,1.3,LI,109.4,252,
716,70403,70403,LITU,1,3.1,101.6,,,,,,,,,,,,1.3,LI,101,253.10001,
716,70414,70414,CATO6,5.7,7.8,54.3,,,,,,,,,,,,1.3,LI;MT,105.7,257.79999,
716,70415,70415,FAGR,6.7,8.3,15.7,,,,,,,,,,,,1.3,LI,106.7,258.29999,
719,70443,70443,LIST2,2.7,4.1,30.5,,,,,,,,,,,,1.3,LI,102.7,284.10001,
719,70444,70444,LIST2,1.3,3.6,17.4,,,,,,,,,,,,1.28,LI;A,101.3,283.60001,
721,70102,70102,LITU,3.9,2,62.7,,,,,,,,,,,,1.3,LI,113.9,202,
721,70103,70103,LIST2,2.3,3.7,47.1,,,,,,,,,,,,1.3,LI,112.3,203.7,
721,70104,70104,CACA18,7.3,3,10.6,,,,,,,,,,,,1.28,LI,117.3,203,
721,70108,70108,LITU,2.9,9,76.5,,,,,,,,,,,,1.3,LI,112.9,209,
722,70114,70114,FAGR,5,0.7,12.8,,,,,,,,,,,,1.3,LI,115,210.7,
722,70117,70117,LITU,0.7,5,84.3,,,,,,,,,,,,1.3,LI,110.7,215,
722,70122,70122,LIST2,7.2,6.5,26,,,,,,,,,,,,1.28,LI;A,117.2,216.5,
722,70124,70124,CATO6,1.8,5.7,21.5,,,,,,,,,,,,1.3,LI,111.8,215.7,
722,70128,70128,LITU,0,10,42.1,,,,,,,,,,,,1.3,LI,110,220,
722,70132,70132,QUFA,8.4,9.4,96.3,,,,,,,,,,,,1.3,LI,118.4,219.39999,
723,70133,70133,FAGR,3.4,2.1,40.5,,,,,,,,,,,,1.3,LI,113.4,222.10001,
723,70145,70145,LIST2,7.2,10,40.4,,,,,,,,,,,,1.3,LI,117.2,230,
724,70163,70163,FAGR,1.4,6.9,37.8,,,,,,,,,,,,1.3,LI,111.4,236.89999,
724,70164,70164,CATO6,1.4,8,58.2,,,,,,,,,,,,1.3,LI,111.4,238,
725,70174,70174,FAGR,8.5,4.1,12.2,,,,,,,,,,,,1.3,LI,118.5,244.10001,
725,70195,70195,FAGR,9.8,9.8,12.7,,,,,,,,,,,,1.3,LI,119.8,249.8,
726,70196,70196,FAGR,0.1,0.9,10,,,,,,,,,,,,1.3,LI,110.1,250.89999,
726,70301,70301,CACA18,6.5,3.4,10,,,,,,,,,,,,1.3,LI,116.5,253.39999,
726,70595,70595,LIST2,0.4,4,45,,,,,,,,,,,,1.3,LI,110.4,254,
727,70329,70329,CACA18,9.9,1,10.1,,,,,,,,,,,,1.3,LI,119.9,261,
728,70361,70361,FAGR,2.2,8.8,65.3,,,,,,,,,,,,1.3,LI,112.2,278.79999,
729,70367,70367,CATO6,6,2.9,55.4,,,,,,,,,,,,1.3,LI,116,282.89999,
729,70368,70368,LIST2,9.3,4.7,63.3,,,,,,,,,,,,1.3,LI,119.3,284.70001,
731,70201,70201,FAGR,1,3.6,29.8,,,,,,,,,,,,1.3,LI;M,121,203.60001,
731,70207,70207,LITU,6.7,8.9,92.9,,,,,,,,,,,,1.3,LI,126.7,208.89999,
732,70220,70220,LITU,8.5,0.5,39.6,,,,,,,,,,,,1.3,LI,128.5,210.5,
732,70222,70222,FAGR,7.5,5.3,11.7,,,,,,,,,,,,1.3,LI,127.5,215.3,
732,70223,70223,FAGR,5.4,6.4,10.5,,,,,,,,,,,,1.3,LI,125.4,216.39999,
732,70227,70227,LIST2,0.3,5.3,18.1,,,,,,,,,,,,1.3,LI,120.3,215.3,
732,70230,70230,CATO6,6.5,8,39.7,,,,,,,,,,,,1.3,LI,126.5,218,
733,70234,70234,LITU,2.5,1.7,31.9,,,,,,,,,,,,1.3,LI,122.5,221.7,
733,70235,70235,FAGR,4.5,1.3,13.7,,,,,,,,,,,,1.3,LI,124.5,221.3,
733,70238,70238,LITU,9.9,6,81.4,,,,,,,,,,,,1.3,LI,129.89999,226,
733,70239,70239,LITU,8.5,5.7,24.6,,,,,,,,,,,,1.3,LI,128.5,225.7,
733,70249,70249,LIST2,3.4,8.4,14.7,,,,,,,,,,,,1.3,LI,123.4,228.39999,
733,70251,70251,FAGR,2.4,9.7,11.4,,,,,,,,,,,,1.3,LI,122.4,229.7,
734,70263,70263,QUAL,4.5,5.6,60.4,,,,,,,,,,,,1.3,LI,124.5,235.60001,
734,70266,70266,FAGR,8.9,5.1,23.5,,,,,,,,,,,,1.3,LI,128.89999,235.10001,
735,70276,70276,CACA18,2.8,3.1,11,,,,,,,,,,,,1.3,LI,122.8,243.10001,
735,70281,70281,FAGR,9.8,1.2,14.6,,,,,,,,,,,,1.28,LI;XY,129.8,241.2,
735,70285,70285,CACA18,3.4,5.8,11.1,,,,,,,,,,,,1.3,LI,123.4,245.8,
735,70288,70288,LITU,2.9,8.3,78.6,,,,,,,,,,,,1.3,LI,122.9,248.3,
735,70293,70293,CACA18,6.6,9.7,10.1,,,,,,,,,,,,1.3,LI;IR,126.6,249.7,
736,70299,70299,LITU,0.7,1.7,68.6,,,,,,,,,,,,1.3,LI,120.7,251.7,
736,70502,70502,CATO6,8.7,3.6,62.7,,,,,,,,,,,,1.3,LI,128.7,253.60001,
736,70509,70509,CATO6,2.8,5.4,19.9,,,,,,,,,,,,1.3,LI,122.8,255.39999,
736,70514,70514,LITU,5,9.6,81.9,,,,,,,,,,,,1.3,LI,125,259.60001,
737,70527,70527,LIST2,3.3,2.8,41.7,,,,,,,,,,,,1.3,LI,123.3,262.79999,
737,70528,70528,LIST2,3.8,3.6,41.2,,,,,,,,,,,,1.3,LI,123.8,263.60001,
737,70532,70532,CACA18,6.9,3,12,,,,,,,,,,,,1.25,LI;A;IR;M,126.9,263,
738,70535,70535,CATO6,0,3.5,52.2,,,,,,,,,,,,1.3,LI;IR,120,273.5,
739,70566,70566,LIST2,5.3,9.7,16.6,,,,,,,,,,,,1.3,LI,125.3,289.70001,
741,70609,70609,NYSY,3.7,2.9,41.4,,,,,,,,,,,,1.3,LI,133.7,202.89999,
741,70612,70612,FAGR,0.5,5,15.2,,,,,,,,,,,,1.28,LI;A,130.5,205,
741,70614,70614,FAGR,0.4,7.2,17.5,,,,,,,,,,,,1.29,LI;A,130.39999,207.2,
741,70615,70615,LITU,1.4,7.8,53.5,,,,,,,,,,,,1.28,LI;A,131.39999,207.8,
741,70616,70616,FAGR,5.8,9.3,11.2,,,,,,,,,,,,1.28,LI;M;A,135.8,209.3,
742,70624,70624,LIST2,2.4,6.3,21,,,,,,,,,,,,1.3,LI,132.39999,216.3,
742,70629,70629,LIST2,9,9.9,23.8,,,,,,,,,,,,1.3,LI,139,219.89999,
742,70633,70633,LITU,3.3,8.4,54.8,,,,,,,,,,,,1.28,LI;A,133.3,218.39999,
743,70638,70638,FAGR,1.2,2.6,11.2,,,,,,,,,,,,1.3,LI,131.2,222.60001,
743,70643,70643,LITU,8.3,5.5,29,,,,,,,,,,,,1.32,LI;A,138.3,225.5,
743,70648,70648,NYSY,3.7,7.3,33.4,,,,,,,,,,,,1.3,LI,133.7,227.3,
743,70649,70649,NYSY,4.3,6.9,15.6,,,,,,,,,,,,1.32,LI;A,134.3,226.89999,
744,70659,70659,FAGR,9,5.9,30.7,,,,,,,,,,,,1.3,LI,139,235.89999,
