QUADNAME,TAG,STEMTAG,SPCODE,QX,QY,DBH.2019,BDS.2021,PIECE.2021,INTEGRITY.2021,DECAYCLASS.2021,GC.2021,HEIGHT.2021,TOPDIAM.2021,DBH.2021,LENGTH,ANGLE,DIRECTION,HOM,CODES.2019,PX,PY,Notes2021
1698,160277,160277,FAGR,7.5,4.6,45.6,,,,,,,,,,,,1.3,LI,387.5,374.60001,
1698,160278,160278,QUAL,9.2,1.1,73.2,,,,,,,,,,,,1.3,LI,389.20001,371.10001,
1699,162456,162456,LITU,8.6,5.4,62.7,,,,,,,,,,,,1.3,LI,388.60001,385.39999,
1699,162459,162459,FAGR,3.5,1.9,18.6,,,,,,,,,,,,1.3,LI;M,383.5,381.89999,
1710,10597,10597,LIST2,1,2,56.7,,,,,,,,,,,,1.05,LI;A,61,92,
1710,10598,10598,CACA18,2.2,1.2,11,,,,,,,,,,,,1.15,LI;L;CWD;A,62.2,91.2,
1710,10600,10600,FAGR,4.8,1.5,12.3,,,,,,,,,,,,1.3,LI,64.8,91.5,
1710,10705,10705,FAGR,8.2,0.6,11,,,,,,,,,,,,1.3,LI,68.2,90.6,
1710,10706,10706,LITU,2.1,3.7,87.2,,,,,,,,,,,,0.8,LI;A,62.1,93.7,
1710,10707,10707,LIST2,5.7,2.6,38.7,,,,,,,,,,,,1.3,LI,65.7,92.6,
1710,10716,10716,FAGR,6.1,6.7,10.1,,,,,,,,,,,,1.3,LI,66.1,96.7,
1710,10718,10718,FAGR,1.5,9.5,28.2,,,,,,,,,,,,1.06,LI;A,61.5,99.5,
1810,11077,11077,FAGR,7.3,3.3,45.2,,,,,,,,,,,,1.06,LI;A,77.3,93.3,
1810,11078,11078,QUAL,1.3,6.8,49.8,,,,,,,,,,,,1.1,LI;A,71.3,96.8,
1810,11081,11081,FAGR,2.4,7.5,12.1,,,,,,,,,,,,1.28,LI;M;A,72.4,97.5,
1910,11236,11236,FAGR,2.2,4,11.2,,,,,,,,,,,,1.3,LI,82.2,94,
1910,11237,11237,FAGR,5.5,4.3,24.1,,,,,,,,,,,,1.26,LI,85.5,94.3,
1910,11238,11238,QUAL,9.3,4.7,87.7,,,,,,,,,,,,1.3,LI,89.3,94.7,
1910,11239,11239,FAGR,0.2,8.8,20.7,,,,,,,,,,,,1.3,LI;M,80.2,98.8,
1910,11240,11240,FAGR,5.3,9.8,11.6,,,,,,,,,,,,1.31,LI;M;A,85.3,99.8,
2101,21045,21045,FAGR,2.5,3.2,16.6,,,,,,,,,,,,1.28,LI,92.5,103.2,
2102,21048,21048,FAGR,8.7,1.6,37.3,,,,,,,,,,,,1.3,LI,98.7,111.6,
2102,21051,21051,FAGR,1.6,7.3,11.2,,,,,,,,,,,,1.3,LI,91.6,117.3,
2102,21052,21052,FAGR,6.2,9.3,14.8,,,,,,,,,,,,1.3,LI,96.2,119.3,
2103,21055,21055,LITU,3.9,1.6,39.3,,,,,,,,,,,,1.3,LI,93.9,121.6,
2104,21065,21065,CATO6,4.6,1.6,13,,,,,,,,,,,,1.3,LI,94.6,131.60001,
2104,21067,21067,FAGR,6,6.7,15.6,,,,,,,,,,,,1.3,LI,96,136.7,
2104,21068,21068,CACA18,4.9,8.7,12.2,,,,,,,,,,,,1.3,LI,94.9,138.7,
2105,21079,21079,CACA18,3.1,2.6,11.5,,,,,,,,,,,,1.3,LI,93.1,142.60001,
2105,21085,21085,FAGR,1.8,8.3,24.1,,,,,,,,,,,,1.3,LI;MT,91.8,148.3,
2106,21214,21214,CACA18,0.1,9.5,12.2,,,,,,,,,,,,1.3,LI;L,90.1,159.5,
2107,21220,21220,CACA18,8.5,2.3,10.4,,,,,,,,,,,,1.3,LI,98.5,162.3,
2107,21224,21224,CACA18,7,4.4,10,,,,,,,,,,,,1.3,LI,97,164.39999,
2107,21229,21229,FAGR,7,7.7,20.3,,,,,,,,,,,,1.3,LI,97,167.7,
2108,21240,21240,LITU,8.3,3.8,68.2,,,,,,,,,,,,1.3,LI;MA;I,98.3,173.8,
2108,21242,21242,LIST2,9.1,6,19.3,,,,,,,,,,,,1.3,LI,99.1,176,
2108,21244,21244,LITU,10,8.3,50.4,,,,,,,,,,,,1.3,LI;MT,100,178.3,
2108,21249,21249,CAGL8,5,9.1,42.3,,,,,,,,,,,,1.3,LI,95,179.10001,
2108,21251,21251,LITU,2.6,9.2,48.2,,,,,,,,,,,,1.3,LI,92.6,179.2,
2108,21252,21252,CAGL8,1.6,9.1,23.6,,,,,,,,,,,,1.3,LI,91.6,179.10001,
2109,21259,21259,LITU,8.2,2.3,68.6,,,,,,,,,,,,1.3,LI,98.2,182.3,
2109,21263,21263,CATO6,2.3,4.2,49.1,,,,,,,,,,,,1.3,LI,92.3,184.2,
2109,21268,21268,LITU,9.3,8.8,77.2,,,,,,,,,,,,1.3,LI,99.3,188.8,
2109,21272,21272,CAGL8,2.8,8.9,21.9,,,,,,,,,,,,1.3,LI,92.8,188.89999,
2110,20221,20221,CATO6,2,6.7,20.2,,,,,,,,,,,,1.3,LI;WDBH,2,196.7,
2110,20226,20226,CATO6,4.2,9.4,22.4,,,,,,,,,,,,1.3,LI,4.2,199.39999,
2210,20186,20186,CACA18,10,2.7,13.1,,,,,,,,,,,,1.3,LI;I;MA,20,192.7,
2210,20189,20189,LITU,8.5,5.2,19.9,,,,,,,,,,,,1.3,LI,18.5,195.2,
2210,21507,21507,LITU,4.2,0.6,54.1,,,,,,,,,,,,1.3,LI,14.2,190.60001,
2310,20560,20560,CACA18,1.9,5.8,12.7,,,,,,,,,,,,1.3,LI;X;L,21.9,195.8,
2310,20561,20561,LITU,0.4,7.1,82.1,,,,,,,,,,,,1.3,LI,20.4,197.10001,
2410,20544,20544,FAGR,3,1,14.4,,,,,,,,,,,,1.3,LI,33,191,
2410,20549,20549,CATO6,2.3,4.8,54.9,,,,,,,,,,,,1.3,LI,32.3,194.8,
2510,20575,20575,LITU,9,4.8,29.1,,,,,,,,,,,,1.3,LI;SP,49,194.8,
2510,20582,20582,LIST2,1.5,6,31.1,,,,,,,,,,,,1.3,LI,41.5,196,
2510,20583,20583,FAGR,1.1,7.5,21.9,,,,,,,,,,,,1.3,LI,41.1,197.5,
2610,20903,20903,LITU,1.2,1.9,56.7,,,,,,,,,,,,1.3,LI;MT,51.2,191.89999,
2710,21143,21143,FAGR,4.9,2.3,10.1,,,,,,,,,,,,1.3,LI,64.9,192.3,
2710,21146,21146,LITU,8.9,3.6,43.3,,,,,,,,,,,,1.3,LI;IR,68.9,193.60001,
2710,21147,21147,LITU,4.2,4.2,42.4,,,,,,,,,,,,1.3,LI,64.2,194.2,
2710,21152,21152,FAGR,8.8,8,12.9,,,,,,,,,,,,1.3,LI,68.8,198,
2710,21154,21154,CAGL8,4.2,9.5,99.1,,,,,,,,,,,,1.3,LI;IR;CWD,64.2,199.5,
2810,21109,21109,FAGR,0.3,6.1,27.1,,,,,,,,,,,,1.28,LI;IR,70.3,196.10001,
2810,21110,21110,LITU,1.3,6.1,63.9,,,,,,,,,,,,1.3,LI,71.3,196.10001,
2810,21117,21117,CATO6,8.6,8.5,36,,,,,,,,,,,,1.3,LI,78.6,198.5,
2810,21118,21118,FAGR,9.5,6.4,35.6,,,,,,,,,,,,1.3,LI,79.5,196.39999,
2910,21031,21031,FAGR,9.9,0.2,11.4,,,,,,,,,,,,1.3,LI,89.9,190.2,
2910,21036,21036,CATO6,4.5,3.5,36.9,,,,,,,,,,,,1.3,LI,84.5,193.5,
3101,31176,31176,FAGR,7.5,0.3,23.6,,,,,,,,,,,,1.3,LI,97.5,200.3,
3101,31177,31177,CATO6,3.9,3.8,47.6,,,,,,,,,,,,1.3,LI,93.9,203.8,
3101,31184,31184,CATO6,7.6,3.4,11.8,,,,,,,,,,,,1.3,LI,97.6,203.39999,
3102,31195,31195,FAGR,5.2,5.1,27.7,,,,,,,,,,,,1.3,LI;I,95.2,215.10001,
3102,31196,31196,CAGL8,2.8,7,29.9,,,,,,,,,,,,1.3,LI,92.8,217,
3102,31200,31200,CAGL8,8,8.7,24.4,,,,,,,,,,,,1.3,LI,98,218.7,
3104,31436,31436,CACA18,2.3,0.9,11.9,,,,,,,,,,,,1.3,LI,92.3,230.89999,
3104,31443,31443,FAGR,3.4,5.8,11,,,,,,,,,,,,1.3,LI,93.4,235.8,
3104,31461,31461,CATO6,1.8,9.8,23.1,,,,,,,,,,,,1.3,LI,91.8,239.8,
3105,31467,31467,NYSY,6,2.1,67.3,,,,,,,,,,,,1.3,LI,96,242.10001,
3107,31606,31606,QUAL,2.2,6.4,81.2,,,,,,,,,,,,1.3,LI,92.2,266.39999,
3107,31609,31609,LIST2,3.1,8.4,23,,,,,,,,,,,,1.3,LI,93.1,268.39999,
3107,31615,31615,CATO6,8.4,9.5,64.7,,,,,,,,,,,,1.3,LI,98.4,269.5,
3108,31618,31618,FAGR,10,1.2,57.5,,,,,,,,,,,,1.3,LI;L;IR,100,271.20001,
3109,31633,31633,FAGR,6.3,0.7,10.9,,,,,,,,,,,,1.3,LI,96.3,280.70001,
3109,31638,31638,QUAL,5.9,4,109.4,,,,,,,,,,,,1.3,LI,95.9,284,
3109,31649,31649,LITU,1.8,9.6,58.6,,,,,,,,,,,,1.3,LI,91.8,289.60001,
3110,30411,30411,LITU,3.4,0.6,70.7,,,,,,,,,,,,1.3,LI,3.4,290.60001,
3110,30415,30415,FAGR,0.3,6.2,26.6,,,,,,,,,,,,1.3,LI,0.3,296.20001,
3110,30417,30417,CACA18,6.8,7.2,12.7,,,,,,,,,,,,1.3,LI,6.8,297.20001,
3110,30422,30422,FAGR,0.6,8.2,11.3,,,,,,,,,,,,1.3,LI,0.6,298.20001,
3210,30611,30611,CATO6,10,4.3,21.6,,,,,,,,,,,,1.3,LI;XY,20,294.29999,
3310,30507,30507,CACA18,0.6,4.1,13.7,,,,,,,,,,,,1.3,LI,20.6,294.10001,
3310,30515,30515,QUST,8.4,1,72,,,,,,,,,,,,1.3,LI,28.4,291,
3310,30516,30516,CACA18,7.4,5.4,15.1,,,,,,,,,,,,1.3,LI,27.4,295.39999,
3410,30966,30966,CACA18,9.4,3.5,13.7,,,,,,,,,,,,1.3,LI;M,39.4,293.5,
3410,30967,30967,CACA18,8.6,5.3,11.9,,,,,,,,,,,,1.3,LI,38.6,295.29999,
3410,30971,30971,FAGR,3.7,10,54.3,,,,,,,,,,,,1.3,LI,33.7,300,
3510,30884,30884,CACA18,4.7,3.2,12.5,,,,,,,,,,,,1.3,LI;XY,44.7,293.20001,
3610,31003,31003,QURU,3.5,0.6,64.7,,,,,,,,,,,,1.3,LI,53.5,290.60001,
3610,31005,31005,CAGL8,8.2,0.3,24.1,,,,,,,,,,,,1.3,LI,58.2,290.29999,
3610,31009,31009,LIST2,2.8,4.8,11.3,,,,,,,,,,,,1.3,LI;CWD,52.8,294.79999,
3610,31010,31010,CAGL8,9.8,3.6,38.6,,,,,,,,,,,,1.3,LI,59.8,293.60001,
3610,31017,31017,CAGL8,7.4,9.9,18.5,,,,,,,,,,,,1.3,LI,57.4,299.89999,
3610,31019,31019,FAGR,9.8,8.9,22.8,,,,,,,,,,,,1.3,LI;M,59.8,298.89999,
3710,31354,31354,FAGR,9.8,7.4,17.7,,,,,,,,,,,,1.31,LI;A,69.8,297.39999,
3810,31347,31347,CATO6,4.4,3.1,59.5,,,,,,,,,,,,1.3,LI,74.4,293.10001,
3910,31559,31559,LIST2,1.8,0.3,77.4,,,,,,,,,,,,1.3,LI,81.8,290.29999,
3910,31561,31561,LITU,7.3,0.1,31.8,,,,,,,,,,,,1.3,LI,87.3,290.10001,
3910,31564,31564,LITU,1.1,2.1,19.6,Snag,,,1,,19,,19.2,,,,1.3,LI,81.1,292.10001,
3910,31567,31567,CACA18,2.1,3.6,11.2,,,,,,,,,,,,1.3,LI;M;L,82.1,293.60001,
4101,41478,41478,CATO6,6,6.6,22.6,,,,,,,,,,,,1.3,LI,96,306.60001,
4101,41480,41480,CATO6,4.8,1.1,35.3,,,,,,,,,,,,1.3,LI,94.8,301.10001,
4102,41482,41482,FAGR,1.6,2.6,25.9,,,,,,,,,,,,1.3,LI,91.6,312.60001,
4102,41489,41489,FAGR,3.6,2.7,47.1,,,,,,,,,,,,1.3,LI;I,93.6,312.70001,
4102,41491,41491,CATO6,5.3,10,24.3,,,,,,,,,,,,1.3,LI,95.3,320,
4102,41494,41494,LITU,7.7,4.8,65.3,,,,,,,,,,,,1.3,LI,97.7,314.79999,
4103,41497,41497,LITU,0.3,2.8,76.4,,,,,,,,,,,,1.3,LI,90.3,322.79999,
4103,41702,41702,FAGR,6,2.8,11.9,,,,,,,,,,,,1.3,LI,96,322.79999,
4104,41714,41714,FAGR,3.7,3.4,10.8,,,,,,,,,,,,1.28,LI,93.7,333.39999,
4104,41715,41715,FAGR,3.8,0.6,15.2,,,,,,,,,,,,1.3,LI,93.8,330.60001,
4104,41720,41720,FAGR,7.6,6.3,10.2,,,,,,,,,,,,1.3,LI,97.6,336.29999,
4105,41739,41739,FAGR,9,2.1,69.6,,,,,,,,,,,,1.3,LI,99,342.10001,
4105,41745,41745,QUAL,3.4,7.2,11.4,,,,,,,,,,,,1.3,LI,93.4,347.20001,
4105,41751,41751,CATO6,2.6,7,40.9,,,,,,,,,,,,1.3,LI,92.6,347,
4106,41754,41754,QUVE,1.6,1.8,58.7,,,,,,,,,,,,1.3,LI,91.6,351.79999,
4106,41757,41757,CAGL8,4.6,4.2,10.9,,,,,,,,,,,,1.3,LI,94.6,354.20001,
4106,41758,41758,CATO6,7.7,6.6,49.9,,,,,,,,,,,,1.3,LI,97.7,356.60001,
4106,41762,41762,CACA18,8.8,8.7,12.8,,,,,,,,,,,,1.3,LI,98.8,358.70001,
4107,41779,41779,FAGR,3.8,4.6,13.9,,,,,,,,,,,,1.3,LI,93.8,364.60001,
4107,41781,41781,FAGR,1.8,8.3,10.5,,,,,,,,,,,,1.3,LI,91.8,368.29999,
4108,41790,41790,FAGR,5.4,7.2,17.9,,,,,,,,,,,,1.3,LI,95.4,377.20001,
4109,41795,41795,FAGR,1.2,1.1,14.7,,,,,,,,,,,,1.3,LI,91.2,381.10001,
4109,41798,41798,CAGL8,5.5,2,43.2,,,,,,,,,,,,1.3,LI,95.5,382,
4109,41799,41799,FAGR,5.3,3.3,12.4,,,,,,,,,,,,1.3,LI,95.3,383.29999,
4109,41800,41800,LITU,4.9,4.9,41.7,,,,,,,,,,,,1.3,LI,94.9,384.89999,
4109,42002,42002,CAGL8,4.9,5.2,43.1,,,,,,,,,,,,1.3,LI,94.9,385.20001,
4109,42008,42008,ACRU,0,7.1,11.7,,,,,,,,,,,,1.3,LI,90,387.10001,
4110,40592,40592,CACA18,4.6,0.7,19.7,,,,,,,,,,,,1.3,LI;M;MA;IR,4.6,390.70001,
4110,40592,40593,CACA18,4.4,0.7,11.8,,,,,,,,,,,,1.3,LI;SEC,4.4,390.70001,
4110,40597,40597,NYSY,7.7,2.5,16.6,,,,,,,,,,,,1.3,LI,7.7,392.5,
4110,40708,40708,FAGR,3.3,5.3,10.8,,,,,,,,,,,,1.3,LI;MT,3.3,395.29999,
4110,40711,40711,PIVI2,6.1,6.7,38.4,,,,,,,,,,,,1.3,LI,6.1,396.70001,
4110,40712,40712,LITU,8.9,7.5,17.3,,,,,,,,,,,,1.3,LI,8.9,397.5,
4110,40800,40800,FAGR,0.9,2.4,10,,,,,,,,,,,,1.3,LI,0.9,392.39999,
4210,40644,40644,PIVI2,0,4.9,38.2,,,,,,,,,,,,1.3,LI,10,394.89999,
4210,40645,40645,CACA18,3.5,4.6,12.3,,,,,,,,,,,,1.3,LI,13.5,394.60001,
4210,40647,40647,FAGR,9.8,3.4,14.1,,,,,,,,,,,,1.3,LI;MT,19.8,393.39999,
4210,40663,40663,FRAM2,8,8.3,17.3,,,,,,,,,,,,1.3,LI,18,398.29999,
4210,40667,40667,COFL2,5.9,9.5,13.2,,,,,,,,,,,,1.3,LI;M,15.9,399.5,
4210,40667,40668,COFL2,5.9,9.5,11.4,,,,,,,,,,,,1.3,LI;SEC,15.9,399.5,
4210,40669,40669,PIVI2,3.8,8.3,32.6,,,,,,,,,,,,1.3,LI,13.8,398.29999,
4210,40670,40670,ACRU,3,8.8,10.2,,,,,,,,,,,,1.3,LI,13,398.79999,
4310,40806,40806,ACRU,6.1,0.7,10.3,,,,,,,,,,,,1.3,LI;L,26.1,390.70001,
4310,40830,40830,LITU,1.2,5.3,36.1,,,,,,,,,,,,1.3,LI,21.2,395.29999,
4310,40836,40836,ACRU,1.7,9.8,19.5,,,,,,,,,,,,1.3,LI,21.7,399.79999,
4410,41284,41284,PITA,5.7,3.9,32,,,,,,,,,,,,1.3,LI,35.7,393.89999,
4410,41291,41291,FAGR,0.5,2.8,14.9,,,,,,,,,,,,1.3,LI,30.5,392.79999,
4410,41295,41295,FAGR,2.6,5.6,10.7,,,,,,,,,,,,1.3,LI,32.6,395.60001,
4410,41505,41505,ACRU,2.4,9.5,12.8,,,,,,,,,,,,1.4,LI,32.4,399.5,
4410,41523,41523,ACRU,8.1,1.1,18.2,,,,,,,,,,,,1.3,LI,38.1,391.10001,
4510,41354,41354,ACRU,4,4,13.8,,,,,,,,,,,,1.3,LI,44,394,
4510,41375,41375,FAGR,3.3,7.5,13.2,,,,,,,,,,,,1.3,LI,43.3,397.5,
4610,41180,41180,FAGR,1.7,8.3,11.1,,,,,,,,,,,,1.3,LI,51.7,398.29999,
4710,41410,41410,FAGR,0.2,0.8,24.3,,,,,,,,,,,,1.3,LI;M,60.2,390.79999,
4710,41442,41442,FAGR,3.2,7.5,12.3,,,,,,,,,,,,1.3,LI,63.2,397.5,
4710,41463,41463,FAGR,2.6,9,13.3,,,,,,,,,,,,1.3,LI,62.6,399,
4710,43993,43993,FAGR,5.8,2.8,10,,,,,,,,,,,,1.3,LI,65.8,392.79999,
4810,41938,41938,FAGR,3.7,3.6,22,,,,,,,,,,,,1.3,LI,73.7,393.60001,
4810,41943,41943,LIST2,6.7,4.6,10.6,,,,,,,,,,,,1.3,LI,76.7,394.60001,
4810,41945,41945,CACA18,4.8,5.9,15.2,,,,,,,,,,,,1.3,LI,74.8,395.89999,
4810,41950,41950,FAGR,9.7,10,10,,,,,,,,,,,,1.3,LI,79.7,400,
4910,41870,41870,NYSY,0.3,1.5,35,,,,,,,,,,,,1.3,LI,80.3,391.5,
4910,41873,41873,FAGR,3.4,1.6,13.2,,,,,,,,,,,,1.3,LI,83.4,391.60001,
4910,41876,41876,FAGR,9.5,2,12.1,,,,,,,,,,,,1.3,LI,89.5,392,
4910,41877,41877,LITU,8.3,4.5,73.1,,,,,,,,,,,,1.3,LI;WDBH,88.3,394.5,
4910,41878,41878,LITU,7.4,6.5,29.5,,,,,,,,,,,,1.3,LI,87.4,396.5,
5101,50895,50895,LITU,1,1.7,44.5,,,,,,,,,,,,1.3,LI;L,191,1.7,
5101,50897,50897,LITU,6.4,0.7,78.7,,,,,,,,,,,,1.3,LI,196.39999,0.7,
5102,51418,51418,ULAM,6.2,1.9,13,,,,,,,,,,,,1.3,LI;L,196.2,11.9,
5102,51419,51419,LITU,6.2,0.7,24.4,,,,,,,,,,,,1.3,LI,196.2,10.7,
5102,51435,51435,ULAM,3.8,9.1,12.4,,,,,,,,,,,,1.32,LI;A,193.8,19.1,
5102,51437,51437,ULAM,7.5,7.8,12.1,,,,,,,,,,,,1.3,LI,197.5,17.8,
5102,51442,51442,LITU,8.8,6.7,55.2,,,,,,,,,,,,1.3,LI,198.8,16.7,
5102,51443,51443,LITU,8.5,5.7,60.4,,,,,,,,,,,,1.3,LI,198.5,15.7,
5102,51444,51444,LITU,8.4,4.9,22,,,,,,,,,,,,1.3,LI,198.39999,14.9,
5103,51448,51448,LIST2,1.4,2,49.1,,,,,,,,,,,,1.7,LI;A,191.39999,22,
5103,51450,51449,LIST2,3.1,3.6,58.5,,,,,,,,,,,,1.3,LI;SEC,193.10001,23.6,
5103,51450,51450,LIST2,3.3,4.4,58.8,,,,,,,,,,,,1.3,LI;M,193.3,24.4,
5104,53903,53903,CATO6,9.9,2.9,23.3,,,,,,,,,,,,1.3,LI,199.89999,32.9,
5104,53907,53907,CACA18,8.2,8.7,12.3,,,,,,,,,,,,1.3,LI,198.2,38.7,
5104,53917,53917,FRPE,3.3,5,22.5,,,,,,,,,,,,1.3,LI,193.3,35,
5105,53705,53705,ULAM,9.7,2.2,28.6,,,,,,,,,,,,1.3,LI,199.7,42.2,
5105,53706,53706,LIST2,8.7,0.3,61.7,,,,,,,,,,,,1.3,LI,198.7,40.3,
5105,53707,53707,ACRU,6.5,3.1,19.6,,,,,,,,,,,,1.3,LI;MA;IR,196.5,43.1,
5106,53524,53524,ULAM,8.9,4.5,25.6,,,,,,,,,,,,1.3,LI;MT,198.89999,54.5,
5106,53533,53533,FRPE,3.3,8.5,21.5,,,,,,,,,,,,1.2,LI;CWD;A,193.3,58.5,
5107,53563,53563,ULAM,1.8,4.3,19.7,,,,,,,,,,,,1.3,LI,191.8,64.3,
5107,53565,53565,LIST2,0.2,9,37,,,,,,,,,,,,1.3,LI;A,190.2,69,
5107,53567,53567,ULAM,8.3,0.3,24.3,,,,,,,,,,,,1.3,LI,198.3,60.3,
5107,53568,53568,FRPE,7.3,2,12.7,,,,,,,,,,,,1.3,LI;X;I,197.3,62,
5107,53573,53573,FRPE,9.5,4.1,32.9,,,,,,,,,,,,1.3,LI,199.5,64.1,
5107,53574,53574,FRPE,9.3,4.4,10.5,,,,,,,,,,,,1.3,LI;I,199.3,64.4,
5107,53590,53590,FRPE,4.6,5.8,25.1,,,,,,,,,,,,1.3,LI,194.60001,65.8,
5108,53656,53656,ULAM,9.7,4.4,12.9,,,,,,,,,,,,1.3,LI,199.7,74.4,
5108,53658,53658,FRPE,8.8,4.9,20.4,,,,,,,,,,,,1.3,LI;V50,198.8,74.9,
5109,51269,51269,CACA18,2.9,9.8,21.5,,,,,,,,,,,,1.3,LI,192.89999,89.8,
5109,51275,51275,FRPE,9.9,9.6,17.1,,,,,,,,,,,,1.3,LI,199.89999,89.6,
5109,51283,51283,FRPE,6.4,3.2,17.3,,,,,,,,,,,,1.3,LI,196.39999,83.2,
5110,53987,53987,LITU,5.6,5.5,71.8,,,,,,,,,,,,1.3,LI,105.6,95.5,
5210,50041,50041,FAGR,0.9,8.3,42.7,,,,,,,,,,,,1.3,LI,110.9,98.3,
5210,50043,50043,FAGR,3.9,5.1,15,,,,,,,,,,,,1.3,LI,113.9,95.1,
5210,50046,50046,LITU,6.2,4.3,59.8,,,,,,,,,,,,1.3,LI,116.2,94.3,
5210,50047,50047,CAGL8,6.2,8.6,28.7,,,,,,,,,,,,1.3,LI,116.2,98.6,
5210,50048,50048,LITU,6.8,9.7,30.5,,,,,,,,,,,,1.3,LI,116.8,99.7,
5210,50052,50052,CAGL8,9.7,2.1,49.2,,,,,,,,,,,,1.3,LI,119.7,92.1,
5310,50903,50903,QUAL,7.2,1.8,40.7,,,,,,,,,,,,1.3,LI,127.2,91.8,
5410,50589,50589,FAGR,4.5,0.3,47.6,,,,,,,,,,,,1.3,LI,134.5,90.3,
5410,50593,50593,FAGR,8.4,7.9,15,,,,,,,,,,,,1.3,LI,138.39999,97.9,
5510,50959,50959,LIST2,3.4,4.3,47.6,,,,,,,,,,,,1.3,LI,143.39999,94.3,
5510,50960,50960,FAGR,1,4.2,11.5,,,,,,,,,,,,1.3,LI,141,94.2,
5510,50962,50962,CATO6,8.3,0.9,26.3,,,,,,,,,,,,1.3,LI,148.3,90.9,
5510,50965,50965,CATO6,8.1,4.8,44.7,,,,,,,,,,,,1.3,LI,148.10001,94.8,
5610,50726,50726,FAGR,4.1,9.4,23,,,,,,,,,,,,1.32,LI;A,154.10001,99.4,
5610,50727,50727,FAGR,7.1,6.9,28.8,,,,,,,,,,,,1.3,LI,157.10001,96.9,
5610,50730,50730,CATO6,8.6,5.9,47.7,,,,,,,,,,,,1.3,LI,158.60001,95.9,
5710,50733,50733,FAGR,5.5,1.5,12.8,,,,,,,,,,,,1.3,LI;L,165.5,91.5,
5710,50734,50734,FAGR,7.2,3.9,32.9,,,,,,,,,,,,1.3,LI;IR;I,167.2,93.9,
5710,50737,50737,LITU,2.5,9.7,50.8,,,,,,,,,,,,1.3,LI,162.5,99.7,
5810,50978,50978,LIST2,9.6,0.8,47.4,,,,,,,,,,,,1.1,LI;A,179.60001,90.8,
5810,50980,50980,FAGR,8.1,3.3,18.3,,,,,,,,,,,,1.3,LI,178.10001,93.3,
5810,50982,50982,CATO6,3.4,3.3,22.9,,,,,,,,,,,,1.3,LI,173.39999,93.3,
5810,50984,50984,FAGR,1.3,4.2,13.1,,,,,,,,,,,,1.3,LI;M,171.3,94.2,
5810,50987,50987,FAGR,8.4,8.8,10.5,,,,,,,,,,,,1.3,LI,178.39999,98.8,
5910,50270,50270,LITU,9.7,7.6,86.9,,,,,,,,,,,,1.1,LI,189.7,97.6,
5910,50751,50751,FAGR,5.7,5,14.5,,,,,,,,,,,,1.3,LI,185.7,95,
5910,50754,50754,LIST2,8.3,2.8,47.2,,,,,,,,,,,,1.3,LI,188.3,92.8,
5910,50758,50758,FAGR,7.9,7.4,16.2,,,,,,,,,,,,1.3,LI;I,187.89999,97.4,
6101,61248,61248,FAGR,9,1.8,24.7,,,,,,,,,,,,1.3,LI,199,101.8,
6101,61250,61250,FAGR,2.4,5.1,10.1,,,,,,,,,,,,1.3,LI,192.39999,105.1,
6101,61255,61255,CATO6,7.2,8.2,14.9,,,,,,,,,,,,1.3,LI,197.2,108.2,
6101,61256,61256,FAGR,9.6,8.7,12.6,,,,,,,,,,,,1.3,LI,199.60001,108.7,
6102,61264,61264,CATO6,8.6,4.4,39.5,,,,,,,,,,,,1.3,LI,198.60001,114.4,
6102,61266,61266,CATO6,2.8,5.9,39,,,,,,,,,,,,1.3,LI,192.8,115.9,
6103,61282,61282,FAGR,8.3,2.1,10.9,,,,,,,,,,,,1.3,LI,198.3,122.1,
6103,61283,61283,CATO6,9.1,2.5,44.2,,,,,,,,,,,,1.3,LI,199.10001,122.5,
6103,61289,61289,QUAL,5.7,9.4,45.6,,,,,,,,,,,,1.3,LI,195.7,129.39999,
6104,61296,61296,FAGR,3.8,2.2,15.8,,,,,,,,,,,,1.3,LI,193.8,132.2,
6104,61409,61409,LITU,5.8,4.2,74.9,,,,,,,,,,,,1.3,LI,195.8,134.2,
6105,61432,61432,FAGR,8.6,6.7,17.1,,,,,,,,,,,,1.28,LI;A,198.60001,146.7,
6106,61434,61434,QUAL,1.5,0.7,35.3,,,,,,,,,,,,1.3,LI,191.5,150.7,
6106,61445,61445,FAGR,4.2,7.2,15.6,,,,,,,,,,,,1.28,LI;A,194.2,157.2,
6106,61446,61446,FAGR,8.4,9.6,13.2,,,,,,,,,,,,1.3,LI;I,198.39999,159.60001,
6107,61449,61449,FAGR,9.2,2.2,10.4,,,,,,,,,,,,1.28,LI;A,199.2,162.2,
6107,61452,61452,FAGR,1.2,4.9,12,,,,,,,,,,,,1.3,LI,191.2,164.89999,
6108,61469,61469,FAGR,9.9,6.1,24.8,,,,,,,,,,,,1.3,LI,199.89999,176.10001,
6108,61472,61472,LITU,4.7,7.4,97,,,,,,,,,,,,1.3,LI,194.7,177.39999,
6108,61474,61474,CACA18,6,7.7,11.2,,,,,,,,,,,,1.3,LI,196,177.7,
6110,60275,60275,LIST2,9.3,3,28,,,,,,,,,,,,1.3,LI,109.3,193,
6110,60285,60285,CATO6,1.2,5.8,44.8,,,,,,,,,,,,1.3,LI,101.2,195.8,
6210,60326,60326,LIST2,2.2,0.2,38.6,,,,,,,,,,,,1.3,LI,112.2,190.2,
